,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
My Youth,0.422,0.561,9,-4.62,1,0.0561,0.686,0,0.292,0.438,173.483,audio_features,3MkYUoEo1Yk1peHN4cof0c,spotify:track:3MkYUoEo1Yk1peHN4cof0c,https://api.spotify.com/v1/tracks/3MkYUoEo1Yk1peHN4cof0c,https://api.spotify.com/v1/audio-analysis/3MkYUoEo1Yk1peHN4cof0c,222680,4
Try Again (feat. A7S),0.707,0.856,0,-3.861,0,0.205,0.142,0,0.124,0.51,126.914,audio_features,745LUoE5rQZ51Tz4WnBoNp,spotify:track:745LUoE5rQZ51Tz4WnBoNp,https://api.spotify.com/v1/tracks/745LUoE5rQZ51Tz4WnBoNp,https://api.spotify.com/v1/audio-analysis/745LUoE5rQZ51Tz4WnBoNp,179552,4
Start It Over (feat. CVBZ & Shy Martin),0.712,0.839,10,-5.136,1,0.26,0.173,0,0.0814,0.565,99.909,audio_features,7pnKWdgCxALV6FiGCsKYk2,spotify:track:7pnKWdgCxALV6FiGCsKYk2,https://api.spotify.com/v1/tracks/7pnKWdgCxALV6FiGCsKYk2,https://api.spotify.com/v1/audio-analysis/7pnKWdgCxALV6FiGCsKYk2,167680,4
Velvet Sheets,0.408,0.642,2,-9.795,1,0.14,0.514,0.0105,0.0907,0.436,179.892,audio_features,02CLnOe5IdSZKKS1oxWeRZ,spotify:track:02CLnOe5IdSZKKS1oxWeRZ,https://api.spotify.com/v1/tracks/02CLnOe5IdSZKKS1oxWeRZ,https://api.spotify.com/v1/audio-analysis/02CLnOe5IdSZKKS1oxWeRZ,250713,4
Spotlight,0.546,0.822,7,-4.483,1,0.151,0.0145,0,0.742,0.615,150.06,audio_features,6VrCmhRBFnuGKmtNfk4jDs,spotify:track:6VrCmhRBFnuGKmtNfk4jDs,https://api.spotify.com/v1/tracks/6VrCmhRBFnuGKmtNfk4jDs,https://api.spotify.com/v1/audio-analysis/6VrCmhRBFnuGKmtNfk4jDs,177600,4
Seasons,0.54,0.676,6,-7.363,1,0.0395,0.15,0,0.101,0.479,144.885,audio_features,3YFBT7K58eMzMSoVYGVsx1,spotify:track:3YFBT7K58eMzMSoVYGVsx1,https://api.spotify.com/v1/tracks/3YFBT7K58eMzMSoVYGVsx1,https://api.spotify.com/v1/audio-analysis/3YFBT7K58eMzMSoVYGVsx1,248276,4
Nobody,0.673,0.687,6,-5.295,0,0.0623,0.269,0,0.181,0.524,96.964,audio_features,2qfEcCkEo5NscA9GL7ER72,spotify:track:2qfEcCkEo5NscA9GL7ER72,https://api.spotify.com/v1/tracks/2qfEcCkEo5NscA9GL7ER72,https://api.spotify.com/v1/audio-analysis/2qfEcCkEo5NscA9GL7ER72,211040,4
Selfish,0.378,0.461,9,-6.202,1,0.0275,0.627,0,0.386,0.232,75.363,audio_features,4PV0uE5pZSh44E3NqNNDEH,spotify:track:4PV0uE5pZSh44E3NqNNDEH,https://api.spotify.com/v1/tracks/4PV0uE5pZSh44E3NqNNDEH,https://api.spotify.com/v1/audio-analysis/4PV0uE5pZSh44E3NqNNDEH,223270,4
Sweat On Me,0.633,0.8,9,-4.958,1,0.0746,0.0203,0,0.0847,0.388,107.05,audio_features,28jVyHbondZd7dQrZVIk5l,spotify:track:28jVyHbondZd7dQrZVIk5l,https://api.spotify.com/v1/tracks/28jVyHbondZd7dQrZVIk5l,https://api.spotify.com/v1/audio-analysis/28jVyHbondZd7dQrZVIk5l,194495,4
Kiss the Sun,0.705,0.946,0,-4.74,1,0.0357,0.000214,0.249,0.0461,0.869,138.014,audio_features,26ca93f9sV98fW4EzveGED,spotify:track:26ca93f9sV98fW4EzveGED,https://api.spotify.com/v1/tracks/26ca93f9sV98fW4EzveGED,https://api.spotify.com/v1/audio-analysis/26ca93f9sV98fW4EzveGED,211168,4
I Can’t Be Me,0.521,0.259,9,-13.31,1,0.0409,0.884,0.251,0.0911,0.121,119.988,audio_features,3QlHuITN1oEBmRnOj4F35M,spotify:track:3QlHuITN1oEBmRnOj4F35M,https://api.spotify.com/v1/tracks/3QlHuITN1oEBmRnOj4F35M,https://api.spotify.com/v1/audio-analysis/3QlHuITN1oEBmRnOj4F35M,268000,4
Fade Out,0.706,0.68,4,-4.65,0,0.0424,0.118,0,0.0443,0.728,105.977,audio_features,20XjdVfh6kFATmgm7T0C5r,spotify:track:20XjdVfh6kFATmgm7T0C5r,https://api.spotify.com/v1/tracks/20XjdVfh6kFATmgm7T0C5r,https://api.spotify.com/v1/audio-analysis/20XjdVfh6kFATmgm7T0C5r,196667,4
"Maahi Ve Unplugged (From ""T-Series Acoustics"")",0.585,0.556,4,-6.703,0,0.0474,0.549,7.04e-05,0.289,0.56,90.019,audio_features,3xHlKe8VFMbstfK3OWGg87,spotify:track:3xHlKe8VFMbstfK3OWGg87,https://api.spotify.com/v1/tracks/3xHlKe8VFMbstfK3OWGg87,https://api.spotify.com/v1/audio-analysis/3xHlKe8VFMbstfK3OWGg87,269850,4
If I Can't Have You - Gryffin Remix,0.642,0.818,2,-4.552,1,0.032,0.0567,0,0.0919,0.59,124.957,audio_features,1IXGILkPm0tOCNeq00kCPa,spotify:track:1IXGILkPm0tOCNeq00kCPa,https://api.spotify.com/v1/tracks/1IXGILkPm0tOCNeq00kCPa,https://api.spotify.com/v1/audio-analysis/1IXGILkPm0tOCNeq00kCPa,253040,4
12 Step Plan,0.806,0.548,7,-5.342,1,0.095,0.133,0,0.0528,0.804,100.006,audio_features,6wg6aMRvPkGavJI25nJwuj,spotify:track:6wg6aMRvPkGavJI25nJwuj,https://api.spotify.com/v1/tracks/6wg6aMRvPkGavJI25nJwuj,https://api.spotify.com/v1/audio-analysis/6wg6aMRvPkGavJI25nJwuj,156000,4
Sunshine,0.67,0.61,0,-7.987,1,0.0579,0.381,6.92e-06,0.106,0.547,97.992,audio_features,1Qt0OGUUPibpmk1FpFQ43m,spotify:track:1Qt0OGUUPibpmk1FpFQ43m,https://api.spotify.com/v1/tracks/1Qt0OGUUPibpmk1FpFQ43m,https://api.spotify.com/v1/audio-analysis/1Qt0OGUUPibpmk1FpFQ43m,245130,4
Misery,0.703,0.812,4,-4.873,0,0.0422,0.000313,0,0.199,0.711,102.982,audio_features,557idQwt2bQnRz9CI0zguR,spotify:track:557idQwt2bQnRz9CI0zguR,https://api.spotify.com/v1/tracks/557idQwt2bQnRz9CI0zguR,https://api.spotify.com/v1/audio-analysis/557idQwt2bQnRz9CI0zguR,216200,4
Rather Be Alone,0.573,0.672,0,-5.719,1,0.0784,0.412,0,0.0993,0.108,128.091,audio_features,3Fz5cCQYvp5kCSt43zcvI2,spotify:track:3Fz5cCQYvp5kCSt43zcvI2,https://api.spotify.com/v1/tracks/3Fz5cCQYvp5kCSt43zcvI2,https://api.spotify.com/v1/audio-analysis/3Fz5cCQYvp5kCSt43zcvI2,232148,4
The End,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,audio_features,2kJwzbxV2ppxnQoYw4GLBZ,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,208687,4
Fade Away,0.53,0.525,0,-8.319,1,0.0585,0.228,2.2e-06,0.0812,0.225,134.236,audio_features,6aPDvttLmezuUlv60ExTH9,spotify:track:6aPDvttLmezuUlv60ExTH9,https://api.spotify.com/v1/tracks/6aPDvttLmezuUlv60ExTH9,https://api.spotify.com/v1/audio-analysis/6aPDvttLmezuUlv60ExTH9,178958,4
"Let's Celebrate (From ""Tevar"")",0.819,0.89,4,-4.572,0,0.0473,0.022,0.000153,0.0839,0.936,123.012,audio_features,3H9ARC0jIS0mty84a43X37,spotify:track:3H9ARC0jIS0mty84a43X37,https://api.spotify.com/v1/tracks/3H9ARC0jIS0mty84a43X37,https://api.spotify.com/v1/audio-analysis/3H9ARC0jIS0mty84a43X37,191713,4
Mirza (Tota Myna),0.765,0.844,6,-7.753,0,0.0522,0.000738,0.00895,0.119,0.652,137.02,audio_features,32T1M0MQCCfztDQFcp29WW,spotify:track:32T1M0MQCCfztDQFcp29WW,https://api.spotify.com/v1/tracks/32T1M0MQCCfztDQFcp29WW,https://api.spotify.com/v1/audio-analysis/32T1M0MQCCfztDQFcp29WW,255766,4
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",0.671,0.939,8,-3.206,1,0.161,0.192,0,0.298,0.529,129.023,audio_features,4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W,252307,4
Sing It With Me,0.54,0.793,5,-4.379,1,0.0493,0.0744,0,0.354,0.399,112.219,audio_features,60DwQiwwglVkTkTwDTTEId,spotify:track:60DwQiwwglVkTkTwDTTEId,https://api.spotify.com/v1/tracks/60DwQiwwglVkTkTwDTTEId,https://api.spotify.com/v1/audio-analysis/60DwQiwwglVkTkTwDTTEId,201199,4
Headlights,0.688,0.782,11,-3.683,1,0.158,0.152,0,0.803,0.453,146.324,audio_features,222dTwr5XeEgAzEtsrQA0R,spotify:track:222dTwr5XeEgAzEtsrQA0R,https://api.spotify.com/v1/tracks/222dTwr5XeEgAzEtsrQA0R,https://api.spotify.com/v1/audio-analysis/222dTwr5XeEgAzEtsrQA0R,343032,4
Let Me Love You & Come and See Me,0.651,0.549,11,-7.153,0,0.313,0.583,0,0.208,0.277,88.011,audio_features,3cQ55SMu7QxiviUpjPSOH0,spotify:track:3cQ55SMu7QxiviUpjPSOH0,https://api.spotify.com/v1/tracks/3cQ55SMu7QxiviUpjPSOH0,https://api.spotify.com/v1/audio-analysis/3cQ55SMu7QxiviUpjPSOH0,197933,4
Jump (with Trippie Redd),0.654,0.547,10,-6.598,1,0.127,0.25,0,0.0961,0.507,173.981,audio_features,2OvV4NjEBRE9v8Oo7QeUCq,spotify:track:2OvV4NjEBRE9v8Oo7QeUCq,https://api.spotify.com/v1/tracks/2OvV4NjEBRE9v8Oo7QeUCq,https://api.spotify.com/v1/audio-analysis/2OvV4NjEBRE9v8Oo7QeUCq,207857,4
"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,audio_features,5Gu0PDLN4YJeW75PpBSg9p,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,174800,4
Dark,0.43,0.606,4,-5.115,0,0.0431,0.131,0,0.173,0.123,169.988,audio_features,6SRWhUJcD2YKahCwHavz3X,spotify:track:6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/tracks/6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/audio-analysis/6SRWhUJcD2YKahCwHavz3X,211680,4
Love Me Again (with Jess Glynne) - Zac Samuel Remix,0.74,0.69,5,-8.652,1,0.038,0.034,0.00211,0.126,0.456,122.988,audio_features,1r1qeSfQWLFnw69uWESesR,spotify:track:1r1qeSfQWLFnw69uWESesR,https://api.spotify.com/v1/tracks/1r1qeSfQWLFnw69uWESesR,https://api.spotify.com/v1/audio-analysis/1r1qeSfQWLFnw69uWESesR,163480,4
Trumpets,0.627,0.703,0,-4.884,1,0.236,0.563,0,0.0962,0.64,81.897,audio_features,6jizk5lOUnfpaZXYMdfeC6,spotify:track:6jizk5lOUnfpaZXYMdfeC6,https://api.spotify.com/v1/tracks/6jizk5lOUnfpaZXYMdfeC6,https://api.spotify.com/v1/audio-analysis/6jizk5lOUnfpaZXYMdfeC6,217307,4
If You Were Mine,0.656,0.773,8,-3.609,1,0.0297,0.00989,0,0.436,0.406,120.056,audio_features,3szbYyYgEBehQG7q0kv5qb,spotify:track:3szbYyYgEBehQG7q0kv5qb,https://api.spotify.com/v1/tracks/3szbYyYgEBehQG7q0kv5qb,https://api.spotify.com/v1/audio-analysis/3szbYyYgEBehQG7q0kv5qb,204380,4
When The Trust Is Gone,0.663,0.553,9,-6.24,0,0.0304,0.238,1.54e-05,0.109,0.704,80.018,audio_features,2o5YGtQIjpPpe2Gzk2n0WR,spotify:track:2o5YGtQIjpPpe2Gzk2n0WR,https://api.spotify.com/v1/tracks/2o5YGtQIjpPpe2Gzk2n0WR,https://api.spotify.com/v1/audio-analysis/2o5YGtQIjpPpe2Gzk2n0WR,204720,4
Radhe Radhe,0.494,0.832,5,-3.727,0,0.291,0.518,0,0.679,0.737,140.039,audio_features,1HbmeBqRlEk54KK8gxQqbZ,spotify:track:1HbmeBqRlEk54KK8gxQqbZ,https://api.spotify.com/v1/tracks/1HbmeBqRlEk54KK8gxQqbZ,https://api.spotify.com/v1/audio-analysis/1HbmeBqRlEk54KK8gxQqbZ,210806,4
Yaara Teri Yaari,0.49,0.665,7,-5.335,1,0.0385,0.532,4.13e-06,0.12,0.266,160.029,audio_features,5DUDLaokWUsRbU8XLuQM2y,spotify:track:5DUDLaokWUsRbU8XLuQM2y,https://api.spotify.com/v1/tracks/5DUDLaokWUsRbU8XLuQM2y,https://api.spotify.com/v1/audio-analysis/5DUDLaokWUsRbU8XLuQM2y,207000,4
Pink,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,audio_features,3Dv1eDb0MEgF93GpLXlucZ,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/audio-analysis/3Dv1eDb0MEgF93GpLXlucZ,237893,4
Midnight Sun (With Ukiyo),0.399,0.623,7,-9.363,1,0.035,0.225,0.744,0.0913,0.0645,169.998,audio_features,6DGSMdJtEmxzu8JKjb62xI,spotify:track:6DGSMdJtEmxzu8JKjb62xI,https://api.spotify.com/v1/tracks/6DGSMdJtEmxzu8JKjb62xI,https://api.spotify.com/v1/audio-analysis/6DGSMdJtEmxzu8JKjb62xI,235773,4
No Sleep (feat. Bonn),0.44,0.635,11,-6.385,1,0.0326,0.129,0,0.121,0.327,128.133,audio_features,1ahVFh0ViDZr8LvkEVlq3B,spotify:track:1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/tracks/1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/audio-analysis/1ahVFh0ViDZr8LvkEVlq3B,207095,4
Only Want You (feat. 6LACK),0.671,0.547,6,-6.284,0,0.0526,0.0574,1.55e-06,0.0855,0.336,82.034,audio_features,141GF8v6LtVCyFXN1R9I0F,spotify:track:141GF8v6LtVCyFXN1R9I0F,https://api.spotify.com/v1/tracks/141GF8v6LtVCyFXN1R9I0F,https://api.spotify.com/v1/audio-analysis/141GF8v6LtVCyFXN1R9I0F,192439,4
...Ready For It?,0.613,0.764,2,-6.509,1,0.136,0.0527,0,0.197,0.417,160.015,audio_features,2yLa0QULdQr0qAIvVwN6B5,spotify:track:2yLa0QULdQr0qAIvVwN6B5,https://api.spotify.com/v1/tracks/2yLa0QULdQr0qAIvVwN6B5,https://api.spotify.com/v1/audio-analysis/2yLa0QULdQr0qAIvVwN6B5,208187,4
"Ocean Love (From ""Royal Crush Season 2"")",0.597,0.562,1,-9.615,0,0.0316,0.00738,0,0.361,0.395,90.027,audio_features,07si8fzpjvW0CVT3Ok5TD7,spotify:track:07si8fzpjvW0CVT3Ok5TD7,https://api.spotify.com/v1/tracks/07si8fzpjvW0CVT3Ok5TD7,https://api.spotify.com/v1/audio-analysis/07si8fzpjvW0CVT3Ok5TD7,220944,4
More,0.739,0.841,5,-4.162,1,0.06,0.0312,0,0.173,0.562,106.99,audio_features,3omvXShuRPM3zbDpWYqf5g,spotify:track:3omvXShuRPM3zbDpWYqf5g,https://api.spotify.com/v1/tracks/3omvXShuRPM3zbDpWYqf5g,https://api.spotify.com/v1/audio-analysis/3omvXShuRPM3zbDpWYqf5g,199653,4
Nobody Compares To You (feat. Katie Pearlman),0.59,0.764,2,-4.735,1,0.0467,0.229,0,0.192,0.331,104.911,audio_features,17ejRbr6B8l9zdqgCZsn4m,spotify:track:17ejRbr6B8l9zdqgCZsn4m,https://api.spotify.com/v1/tracks/17ejRbr6B8l9zdqgCZsn4m,https://api.spotify.com/v1/audio-analysis/17ejRbr6B8l9zdqgCZsn4m,231291,4
Body,0.542,0.457,7,-7.169,1,0.0323,0.672,0,0.192,0.309,125.918,audio_features,0kYaRayOkBwZhmvOgq3w2J,spotify:track:0kYaRayOkBwZhmvOgq3w2J,https://api.spotify.com/v1/tracks/0kYaRayOkBwZhmvOgq3w2J,https://api.spotify.com/v1/audio-analysis/0kYaRayOkBwZhmvOgq3w2J,286162,4
8 Letters,0.607,0.478,1,-5.702,0,0.031,0.649,0,0.0928,0.255,88.979,audio_features,4zRZAmBQP8vhNPf9i9opXt,spotify:track:4zRZAmBQP8vhNPf9i9opXt,https://api.spotify.com/v1/tracks/4zRZAmBQP8vhNPf9i9opXt,https://api.spotify.com/v1/audio-analysis/4zRZAmBQP8vhNPf9i9opXt,190027,4
Too Hot,0.751,0.856,7,-3.225,1,0.0722,0.0678,0,0.201,0.836,95.026,audio_features,29QrzCnJ8r5aPamLBADZLx,spotify:track:29QrzCnJ8r5aPamLBADZLx,https://api.spotify.com/v1/tracks/29QrzCnJ8r5aPamLBADZLx,https://api.spotify.com/v1/audio-analysis/29QrzCnJ8r5aPamLBADZLx,158053,4
The Middle,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,audio_features,09IStsImFySgyp0pIQdqAc,spotify:track:09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,184732,4
Like It Is,0.794,0.728,1,-6.759,1,0.114,0.121,8.82e-06,0.227,0.36,105.024,audio_features,3frUvGrmGcay91lvFbOgsN,spotify:track:3frUvGrmGcay91lvFbOgsN,https://api.spotify.com/v1/tracks/3frUvGrmGcay91lvFbOgsN,https://api.spotify.com/v1/audio-analysis/3frUvGrmGcay91lvFbOgsN,183067,4
Parties,0.809,0.815,0,-2.938,1,0.067,0.0688,4.37e-06,0.142,0.671,102.016,audio_features,5H6nXyj9zdoUFJmOIyAXRt,spotify:track:5H6nXyj9zdoUFJmOIyAXRt,https://api.spotify.com/v1/tracks/5H6nXyj9zdoUFJmOIyAXRt,https://api.spotify.com/v1/audio-analysis/5H6nXyj9zdoUFJmOIyAXRt,203560,4
Moves Like Jagger,0.722,0.761,11,-4.459,0,0.0475,0.0117,0,0.315,0.624,128.044,audio_features,3TahdwXB4gJRWVAI00Ejqa,spotify:track:3TahdwXB4gJRWVAI00Ejqa,https://api.spotify.com/v1/tracks/3TahdwXB4gJRWVAI00Ejqa,https://api.spotify.com/v1/audio-analysis/3TahdwXB4gJRWVAI00Ejqa,201493,4
Leave The World Behind - Radio Edit,0.525,0.849,10,-7.727,0,0.0484,0.00232,0.00196,0.322,0.277,128.055,audio_features,25ZEYUgCJyf3gRxkqYbkIc,spotify:track:25ZEYUgCJyf3gRxkqYbkIc,https://api.spotify.com/v1/tracks/25ZEYUgCJyf3gRxkqYbkIc,https://api.spotify.com/v1/audio-analysis/25ZEYUgCJyf3gRxkqYbkIc,161719,4
Sue Me,0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,0.609,157.184,audio_features,3WVhkjB7Y4xFruqoCAajBb,spotify:track:3WVhkjB7Y4xFruqoCAajBb,https://api.spotify.com/v1/tracks/3WVhkjB7Y4xFruqoCAajBb,https://api.spotify.com/v1/audio-analysis/3WVhkjB7Y4xFruqoCAajBb,179227,4
Leave,0.62,0.778,8,-4.622,0,0.0724,0.116,0,0.312,0.386,147.012,audio_features,3zIG0WuI5RoJsFYnErkFDU,spotify:track:3zIG0WuI5RoJsFYnErkFDU,https://api.spotify.com/v1/tracks/3zIG0WuI5RoJsFYnErkFDU,https://api.spotify.com/v1/audio-analysis/3zIG0WuI5RoJsFYnErkFDU,227413,4
Middle Finger,0.685,0.656,1,-6.013,0,0.0383,0.437,0,0.347,0.392,128.003,audio_features,0IK8y0vAO0sM630HsxwLht,spotify:track:0IK8y0vAO0sM630HsxwLht,https://api.spotify.com/v1/tracks/0IK8y0vAO0sM630HsxwLht,https://api.spotify.com/v1/audio-analysis/0IK8y0vAO0sM630HsxwLht,229986,4
Woman Like Me (feat. Nicki Minaj),0.754,0.854,5,-3.449,0,0.0608,0.177,0,0.0808,0.8,75.002,audio_features,222B3aljXx6fFwKmFjuBED,spotify:track:222B3aljXx6fFwKmFjuBED,https://api.spotify.com/v1/tracks/222B3aljXx6fFwKmFjuBED,https://api.spotify.com/v1/audio-analysis/222B3aljXx6fFwKmFjuBED,229720,4
The Wave,0.712,0.496,6,-6.061,1,0.124,0.44,0,0.186,0.638,141.212,audio_features,1CPUilWsYY4I5nzXuTN8Gj,spotify:track:1CPUilWsYY4I5nzXuTN8Gj,https://api.spotify.com/v1/tracks/1CPUilWsYY4I5nzXuTN8Gj,https://api.spotify.com/v1/audio-analysis/1CPUilWsYY4I5nzXuTN8Gj,138298,4
What Lovers Do (feat. SZA),0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,audio_features,0GxQ1A5L9xnMOytbP6eKBG,spotify:track:0GxQ1A5L9xnMOytbP6eKBG,https://api.spotify.com/v1/tracks/0GxQ1A5L9xnMOytbP6eKBG,https://api.spotify.com/v1/audio-analysis/0GxQ1A5L9xnMOytbP6eKBG,199849,4
Remember (feat. Ty Dolla $ign),0.442,0.64,11,-5.68,0,0.0488,0.373,0,0.0827,0.479,130.537,audio_features,0apCIaqGTn0zJ2Xiwh8Ftg,spotify:track:0apCIaqGTn0zJ2Xiwh8Ftg,https://api.spotify.com/v1/tracks/0apCIaqGTn0zJ2Xiwh8Ftg,https://api.spotify.com/v1/audio-analysis/0apCIaqGTn0zJ2Xiwh8Ftg,184987,4
With You - Frank Walker Remix,0.686,0.613,2,-5.614,1,0.069,0.0386,0,0.251,0.452,104.988,audio_features,06Z7Hy2LUzbcSFmWzwkun1,spotify:track:06Z7Hy2LUzbcSFmWzwkun1,https://api.spotify.com/v1/tracks/06Z7Hy2LUzbcSFmWzwkun1,https://api.spotify.com/v1/audio-analysis/06Z7Hy2LUzbcSFmWzwkun1,206875,4
"Poster Lagwa Do (From ""Luka Chuppi"")",0.81,0.846,2,-4.451,1,0.0435,0.0454,9.14e-05,0.374,0.885,123.966,audio_features,5G1H1Im43gBwssOH8XlnNU,spotify:track:5G1H1Im43gBwssOH8XlnNU,https://api.spotify.com/v1/tracks/5G1H1Im43gBwssOH8XlnNU,https://api.spotify.com/v1/audio-analysis/5G1H1Im43gBwssOH8XlnNU,178847,4
Make No Sense,0.876,0.733,10,-4.478,0,0.333,0.0208,0,0.0999,0.962,154.904,audio_features,6klLvorLoo1sxvZcjJIY8I,spotify:track:6klLvorLoo1sxvZcjJIY8I,https://api.spotify.com/v1/tracks/6klLvorLoo1sxvZcjJIY8I,https://api.spotify.com/v1/audio-analysis/6klLvorLoo1sxvZcjJIY8I,148630,4
Down In Flames,0.543,0.538,3,-6.78,0,0.0432,0.355,0,0.0879,0.351,169.978,audio_features,4OGj4cwoDvyMOPZa2mnaiB,spotify:track:4OGj4cwoDvyMOPZa2mnaiB,https://api.spotify.com/v1/tracks/4OGj4cwoDvyMOPZa2mnaiB,https://api.spotify.com/v1/audio-analysis/4OGj4cwoDvyMOPZa2mnaiB,200721,4
Whenever (feat. Conor Maynard),0.734,0.765,7,-5.562,1,0.0621,0.151,0,0.231,0.518,109.989,audio_features,3DGar7krWlmrXRFHBcQF6z,spotify:track:3DGar7krWlmrXRFHBcQF6z,https://api.spotify.com/v1/tracks/3DGar7krWlmrXRFHBcQF6z,https://api.spotify.com/v1/audio-analysis/3DGar7krWlmrXRFHBcQF6z,163636,4
Side To Side,0.647,0.702,6,-6.893,0,0.212,0.0374,0,0.172,0.624,159.137,audio_features,28wuRpJ60fAKP6zc82Tt51,spotify:track:28wuRpJ60fAKP6zc82Tt51,https://api.spotify.com/v1/tracks/28wuRpJ60fAKP6zc82Tt51,https://api.spotify.com/v1/audio-analysis/28wuRpJ60fAKP6zc82Tt51,226178,4
Yellow Lights,0.444,0.21,3,-10.811,1,0.0516,0.844,0,0.0956,0.306,145.944,audio_features,524dq3zKwXrP4uPL6VwoWT,spotify:track:524dq3zKwXrP4uPL6VwoWT,https://api.spotify.com/v1/tracks/524dq3zKwXrP4uPL6VwoWT,https://api.spotify.com/v1/audio-analysis/524dq3zKwXrP4uPL6VwoWT,171382,1
Walkashame,0.657,0.721,5,-5.733,1,0.0537,0.0793,0,0.0653,0.67,87.977,audio_features,0Jrzzjj0pVzS6xl4wonUNh,spotify:track:0Jrzzjj0pVzS6xl4wonUNh,https://api.spotify.com/v1/tracks/0Jrzzjj0pVzS6xl4wonUNh,https://api.spotify.com/v1/audio-analysis/0Jrzzjj0pVzS6xl4wonUNh,178240,4
Miss You,0.617,0.451,7,-6.096,1,0.0481,0.734,1.56e-06,0.128,0.161,109.757,audio_features,1tF7RL54zjHSy0N2qEQLDY,spotify:track:1tF7RL54zjHSy0N2qEQLDY,https://api.spotify.com/v1/tracks/1tF7RL54zjHSy0N2qEQLDY,https://api.spotify.com/v1/audio-analysis/1tF7RL54zjHSy0N2qEQLDY,167538,4
Someone You Loved & Apologize,0.555,0.431,1,-6.618,1,0.0809,0.598,0,0.099,0.121,111.055,audio_features,535HScqycCknp8Uwc7AUKL,spotify:track:535HScqycCknp8Uwc7AUKL,https://api.spotify.com/v1/tracks/535HScqycCknp8Uwc7AUKL,https://api.spotify.com/v1/audio-analysis/535HScqycCknp8Uwc7AUKL,160480,4
Let’s SHUT UP & DANCE,0.765,0.893,6,-2.891,0,0.209,0.042,0.000271,0.0331,0.715,110.051,audio_features,2SHsNfrHj4iDOVJuDwclPd,spotify:track:2SHsNfrHj4iDOVJuDwclPd,https://api.spotify.com/v1/tracks/2SHsNfrHj4iDOVJuDwclPd,https://api.spotify.com/v1/audio-analysis/2SHsNfrHj4iDOVJuDwclPd,208261,4
Sixteen,0.669,0.801,8,-5.445,1,0.136,0.268,0,0.0594,0.541,109.919,audio_features,4PkIDTPGedm0enzdvilLNd,spotify:track:4PkIDTPGedm0enzdvilLNd,https://api.spotify.com/v1/tracks/4PkIDTPGedm0enzdvilLNd,https://api.spotify.com/v1/audio-analysis/4PkIDTPGedm0enzdvilLNd,201072,4
betterman,0.624,0.799,0,-6.154,1,0.193,0.0809,0,0.586,0.618,100.115,audio_features,2mvGl0m5Pg87PJzKzssPdi,spotify:track:2mvGl0m5Pg87PJzKzssPdi,https://api.spotify.com/v1/tracks/2mvGl0m5Pg87PJzKzssPdi,https://api.spotify.com/v1/audio-analysis/2mvGl0m5Pg87PJzKzssPdi,188947,4
Closer,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4
